"item_name","description","item_quantity","station_name","receiving_date","receiving_time"
"WATCH","HMT WATCH","1","RAJIV CHOWK","25/02/2024","21:00:00"
"POLY BAG","WITH HAND BAG,KURTI,SKIRT,SANDL,PANT,T SHIRT","1","SAROJINI NAGAR","25/02/2024","18:00:00"
"PAPER BAG","WITH BLUE T SHIRT","1","PUNJABI BAGH WEST","25/02/2024","18:20:00"
"HEADPHONE","HEADPHONE","1","GREATER KAILASH","25/02/2024","20:35:00"
"POLY BAG","KURTI","3","JAMIA MILLIA ISLAMIA","25/02/2024","20:45:00"
"HAND PURSE","EMPTY HAND PURSE","1","ESCORTS MUJESAR","25/02/2024","18:40:00"
"SAMLE BOOK","DESIGN SAMPLE BOOK","1","TIS HAZARI","25/02/2024","17:00:00"
"BOTTLE","STEEL BOTTLE","1","MALVIYA NAGAR","25/02/2024","20:25:00"
"PAPER BAG","WITH HOSE PIPE ,BRA,LADIES TOP","1","DWARKA SECTOR - 8","25/02/2024","14:00:00"
"BAG","LUNCH BOX , AADHAR CARD OF REKHA GIRI","1","JAHANGIRPURI","25/02/2024","01:10:00"
"ZIPPER POUCH","SMART WATCH","1","NEW DELHI (Yellow & Airport Line)","25/02/2024","21:21:00"
"POLY BAG","LADY SUIT , EAR RING & ANKLET","1","SAROJINI NAGAR","24/02/2024","00:55:00"
"CARRY BAG","OLD CLOTHES , PAINT BRUSH ,COLOR BOTTLE, LUNCH BOX","1","RITHALA","24/02/2024","21:20:00"
"BAG","WITH CHARGER,CLOTHS ,AADHAR OF KAUSHAL","1","NEW DELHI (Yellow & Airport Line)","24/02/2024","00:10:00"
"COAT COVER","WITH CHECK BLAZER","1","DWARKA SECTOR - 21","24/02/2024","14:30:00"
"HAIR BRUSH","HAIR BRUSH","1","NOIDA SECTOR-16","24/02/2024","21:00:00"
"BAG","WITH PAYAL,EARING ,DUPATTA","1","JAMA MASJID","24/02/2024","06:20:00"
"EARBUDS","BLACK EARBUDS","1","UTTAM NAGAR WEST","24/02/2024","12:15:00"
"HELMET","BLACK HELMET","1","KASHMERE GATE","24/02/2024","18:20:00"
"BAG","WITH CLOTHS,DOLCHI,PLASTIC BOTTLE","1","IFFCO CHOWK","24/02/2024","22:20:00"
"BLACK SINGLE EARBUD WITH CASE","BLACK SHOES","1","NOIDA SECTOR-15","24/02/2024","21:00:00"
"PURSE","WITH CASH,AADHAR,BANK CARD OF MADHU","1","RAMAKRISHNA ASHRAM MARG","24/02/2024","23:45:00"
"POLY BAG","OLD CLOTHES","1","RITHALA","23/02/2024","08:24:00"
"WATER BOTTLE","WATER BOTTLE","1","RITHALA","23/02/2024","20:10:00"
"DELL BAG","WITH CHARGER,NOTE BOOK","1","NETAJI SUBHASH PLACE","23/02/2024","09:10:00"
"POLY BAG","WITH SUIT ,HAND PURSE","1","LAL QUILA","23/02/2024","00:15:00"
"WATCH","HMT WATCH","1","RAJIV CHOWK","23/02/2024","12:40:00"
"VIOLET COLOR BAG","WITH CLOTHS","1","DWARKA SECTOR - 21","23/02/2024","14:00:00"
"CHINA ID","OF MD. SHARUOK SHAKKEER","1","AIRPORT (T-3)","23/02/2024","22:00:00"
"HELMET","BLACK HELMET","1","NEW DELHI (Yellow & Airport Line)","23/02/2024","07:45:00"
"PANT","BLACK PANT","1","KASHMERE GATE","23/02/2024","21:40:00"
"BAG","WITH 2 PAIR GUM BOOT ,1 PAIR SLIPPERS","1","KASHMERE GATE","23/02/2024","12:10:00"
"BLACK BAG","WITH OLD CLOTHS","1","SIKANDERPUR","23/02/2024","21:00:00"
"HAND BAG","BAG WITH CLOTHES , TOOTHPASTE & TOOTHBRUSH","1","NEW DELHI (Yellow & Airport Line)","22/02/2024","13:20:00"
"WATCH","SONATA WATCH","1","AIIMS","22/02/2024","09:00:00"
"BAG","WITH LADIES TOP,LOWER,JACKET,T SHIRT","1","KAROL BAGH","22/02/2024","09:30:00"
"BAG","BLUE BAG WITH OLD CLOTHS","1","YASHOBHOOMI DWARKA SECTOR  - 25","22/02/2024","16:00:00"
"PURSE","WITH AADHAR ,VOTER ID ,BANK CARDS,ALSTOM ID CARD OF MD. ASHRAT","1","YAMUNA BANK","22/02/2024","19:30:00"
"I PAD","I PAD","1","TILAK NAGAR","22/02/2024","20:20:00"
"STANDEE","SMALL STANDEE","20","JANAKPURI WEST","22/02/2024","15:30:00"
"EARBUD","SINGLE EARBUD WITH CASE","1","BARAKHAMBA ROAD","22/02/2024","21:00:00"
"METRO CARD","METRO CARD","1","RAJIV CHOWK","22/02/2024","22:40:00"
"CARRY BAG","WITH 3 BOOKS","1","OKHLA VIHAR","22/02/2024","12:45:00"
"EARBUDS","BLACK EARBUDS","1","SIKANDERPUR","22/02/2024","21:15:00"
"BAG","WITH EDUCATIONAL DOCUMENTS OF VARUN KHANNA","1","NARAINA VIHAR","22/02/2024","22:10:00"
"LUNCH BOX & BOTTLE","TREO LUNCH BOX & BLACK BOTTLE","1","MILLENNIUM CITY CENTRE GURUGRAM","22/02/2024","21:00:00"
"TROLLEY BAG","GREEN TROLLEY BAG WITH CLOTHS & KEYBOARD","1","MILLENNIUM CITY CENTRE GURUGRAM","22/02/2024","19:00:00"
"PURSE","WITH VOTER ID,CASH,AADHAR,PAN CARD OF VISHESH RAJ ASSI","1","PRATAP NAGAR","22/02/2024","12:10:00"
"HAND PURSE WITH","DEBIT CARD & CASH","1","CHANDNI CHOWK","21/02/2024","20:18:00"
"RING","RING","1","RAJIV CHOWK","21/02/2024","18:30:00"
"EARBUD","EARBUD","1","KASHMERE GATE","21/02/2024","10:30:00"
"BLACK HELMET","BLACK HELMET","1","RITHALA","21/02/2024","21:45:00"
"BLUE LUNCH BOX","BLUE LUNCH BOX","1","JASOLA VIHAR SHAHEEN BAGH","21/02/2024","22:30:00"
"LADIES PURSE WITH","DEO , DETTOL & LIP BALM","1","JASOLA VIHAR SHAHEEN BAGH","21/02/2024","21:30:00"
"BLACK LUNCH BOX","BLACK LUNCH BOX","1","JASOLA VIHAR SHAHEEN BAGH","21/02/2024","21:00:00"
"BLUE LUNCH BOX","BLUE LUNCH BOX","1","JASOLA VIHAR SHAHEEN BAGH","21/02/2024","15:30:00"
"HAND BAG WITH","TOWEL,SUIT,BLOUSE & SOCKS","1","LAL QUILA","21/02/2024","21:15:00"
"GREEN PURSE WITH","AADHAR & CASH OF SHAMA PARVEEN","1","JAMIA MILLIA ISLAMIA","21/02/2024","11:44:00"
"EARBUD","EARBUD","1","UTTAM NAGAR EAST","21/02/2024","10:10:00"
"BOTTLE","BOTTLE","1","NAWADA","21/02/2024","13:30:00"
"HEADPHONE","HEADPHONE","1","JANPATH","21/02/2024","18:55:00"
"BLACK BAG","HOODIE","1","TIS HAZARI","21/02/2024","19:20:00"
"PURSE","WITH BANK CARD, AADHAR,VOTER ID PAN, CARD OF ASHUTOSH KUMAR SINGH","1","SUPREME COURT","21/02/2024","19:05:00"
"PURSE","WITH BANK CARDS ,PAN CARD,DL,AADHAR OF NAVEEN KUMAR TANVER","1","SUPREME COURT","21/02/2024","19:05:00"
"PURSE","WITH BANK CARD ,PAN CARD,DL AADHAR OF ARUN KUMAR","1","SUPREME COURT","21/02/2024","19:05:00"
"HELMET","WHITE HELMET","1","NEW DELHI (Yellow & Airport Line)","20/02/2024","08:00:00"
"BAG WITH","CHARGER,EARPHONE,INCHTAPE,METRO CARD,PURSE & CASH OF SUBODH","1","ANAND VIHAR ISBT","20/02/2024","14:25:00"
"POLYBAG WITH","JUTTI","1","SAMAYPUR BADLI","20/02/2024","20:15:00"
"PURPLE PURSE WITH","ADHAR & CASH OF MADHU","1","RITHALA","20/02/2024","17:45:00"
"PURSE WITH","AADHAR,METRO CARD,KEY & CASH","1","DWARKA SECTOR - 14","20/02/2024","13:27:00"
"CUTLERY STAND","CUTLERY STAND","1","EAST AZAD NAGAR","20/02/2024","12:10:00"
"BAG WITH","OLD CLOTHE,CAP,SOCKS & LUNCH BOX","1","NEHRU ENCLAVE","20/02/2024","16:00:00"
"BAG WITH","SHOES & JUTE BAG","1","ARTHALA","20/02/2024","10:05:00"
"UMBRELLA","UMBRELLA","1","MANDI HOUSE","20/02/2024","22:30:00"
"CARD HOLDER WITH","PAN,AADHAR,RC,DL,ATM CARD, METRO CARD OF PRADEEP KUMAR","1","RAMAKRISHNA ASHRAM MARG","20/02/2024","09:15:00"
"BLACK BAG WITH","USED CLOTHES,SOCKS,COSMETIC ITEMS,CHARGER & HEADPHONE","1","NOIDA SECTOR-18","20/02/2024","21:50:00"
"RING","RING","1","SECTOR - 62 NOIDA","20/02/2024","21:25:00"
"UMBRELLA","BLACK UMBRELLA","1","SHAHDARA","20/02/2024","12:50:00"
"BLACK BAG","WITH JACKET,NECKBAND,CHARGER,EARBUDS","1","PANCHSHEEL PARK","20/02/2024","16:30:00"
"HELMET","RED HELMET","1","SIKANDERPUR","20/02/2024","20:45:00"
"BAG","WITH 2 PAIR JUTI","1","SIKANDERPUR","20/02/2024","20:45:00"
"PURSE","WITH CASH,TOE RING, AADHAR,PAN ,BANK CARD OF NEETI YADAV","1","GOLF COURSE","20/02/2024","10:00:00"
"WIRED EARPHONE","WHITE EARPHONE","1","RITHALA","19/02/2024","12:20:00"
"DRAFTER","DRAFTER","1","IFFCO CHOWK","19/02/2024","17:45:00"
"BLUE BAG","WITH COSMETICS,CAPRI,GOGGLES WITH COVER,SAMSUNG CHARGER,SLIPPERS ,HAT","1","NEW DELHI (Yellow & Airport Line)","19/02/2024","21:00:00"
"RING","RING","1","SAKET","19/02/2024","13:30:00"
"BOTTLE","STEEL BOTTLE","1","SAKET","19/02/2024","13:30:00"
"RING","RING","1","GURU DRONACHARYA","19/02/2024","20:25:00"
"BOTTLE","STEEL BOTTLE","1","GURU DRONACHARYA","19/02/2024","20:25:00"
"POLY BAG","WITH PANT,SHIRT,SUIT,SHIRTS,WINTER KURTI","1","RAJIV CHOWK","19/02/2024","06:10:00"
"SLING BAG","WITH BASIC MOBILE,LOCKET,BRACELET,SWASTIKA,PNB PASSBOOK OF POOJA KAUR","1","TIS HAZARI","19/02/2024","17:00:00"
"HAND BAG","WITH CAP,BOTTLE,TOWEL,TIFFIN,SCREWS BOX,CORNER PROTECTION","1","CHAWRI BAZAR","19/02/2024","08:00:00"
"WALL BRACKET","WALL BRACKET","1","LAL QUILA","19/02/2024","20:20:00"
"BAG","CLOTHS ,SLIPPERS ,MEDICINES","1","ROHINI SECTOR - 18, 19","19/02/2024","17:00:00"
"POLY BAG","T-SHIRTS","1","KAROL BAGH","19/02/2024","20:31:00"
"POLYBAG WITH","HORSE TOY & WATER BOTTLE","1","M.G. ROAD","19/02/2024","21:50:00"
"BLACK BAG WITH","NOTE BOOK","1","MALVIYA NAGAR","19/02/2024","17:25:00"
"RING","RING","1","GURU DRONACHARYA","19/02/2024","20:27:00"
"UNSTICHED SUIT","UNSTICHED SUIT","1","CHANDNI CHOWK","19/02/2024","06:00:00"
"JUTI","JUTI","1","CHANDNI CHOWK","19/02/2024","06:00:00"
"LADIES PURSE","LADIES PURSE","1","CHANDNI CHOWK","19/02/2024","21:30:00"
"SHOES & SLIPPER","SHOES & SLIPPER","2","LAL QUILA","19/02/2024","20:24:00"
"HAND BAG WITH","CHARGER,DATA CABLE & PERFUME","1","M.G. ROAD","19/02/2024","20:30:00"
"BAG","WITH PURSE ,CHARGER,SHAWL,CAP,AADHAR,PAN ,VOTER ID OF ROHIT SHARMA","1","M.G. ROAD","19/02/2024","21:50:00"
"NOISE EARBUD","NOISE EARBUD","1","PREET VIHAR","18/02/2024","13:46:00"
"SHAWL","SHAWL","1","SHAHDARA","18/02/2024","10:20:00"
"POLYBAG WITH","JEANS,TOP,TITAN WATCH,METRO CARD & CASH","1","SAROJINI NAGAR","18/02/2024","06:00:00"
"BLACK BAG WITH","BOTTLE & CRPF ID OF BABLU KUMAR","1","SHIVAJI STADIUM","18/02/2024","12:30:00"
"CHEQUES","CANARA BANK CHEQUES OF SHALIN SINHA","5","LAXMI NAGAR","18/02/2024","21:50:00"
"ANKLET","ANKLET","1","R.K.PURAM","18/02/2024","14:25:00"
"SHOES","1 PAIR SHOES","1","UTTAM NAGAR EAST","18/02/2024","22:40:00"
"WATER BOTTLE","WATER BOTTLE","1","RITHALA","18/02/2024","13:00:00"
"ANKLET","ANKLET","1","SAKET","18/02/2024","13:00:00"
"HAND BAG","WITH PLASTIC TIFFIN,PLASTIC TIFFIN ,DUPATTA","1","LAJPAT NAGAR","18/02/2024","19:00:00"
"PAPER BAG","WITH HELMET,CLOTHS,NAIL PAINT,BANGLES,EARRINGS","1","CHIRAG DELHI","18/02/2024","21:00:00"
"HAND BAG","WITH CASH ,FOREIGN CURRENCY ,BANK CARDS ,DL,PAN CARD,AADHAR OF PREETI DIXIT","1","RAJOURI GARDEN","18/02/2024","20:20:00"
"POLYBAG WITH","JUTI","1","JAMA MASJID","18/02/2024","13:10:00"
"WATCH","BLACK WATCH","","NIRMAN VIHAR","17/02/2024","14:00:00"
"STETHOSCOPE","STETHOSCOPE","1","MALVIYA NAGAR","17/02/2024","09:45:00"
"OLD CLOCK","OLD CLOCK","1","SIKANDERPUR","17/02/2024","21:35:00"
"PAPER ROLL & WATER BOTTLE","PAPER ROLL & WATER BOTTLE","1","TIS HAZARI","17/02/2024","14:25:00"
"EMPTY BAG","EMPTY BAG","1","JHANDEWALAN","17/02/2024","13:00:00"
"BAG","BLACK BAG WITH RED TIFFIN,CLOTHS ,CHARGER","1","NEW DELHI (Yellow & Airport Line)","17/02/2024","17:00:00"
"PURSE WITH METRO CARD & CASH","PURSE WITH METRO CARD & CASH","1","JAHANGIRPURI","17/02/2024","21:00:00"
"CUSHION COVER","CUSHION COVER","1","SHASTRI PARK","17/02/2024","22:40:00"
"HAND BAG WITH","STEEL TIFFIN,WATER BOTTLE,CAP,CLOTHE,MEDICINE & ID OF SHILPA TAK","1","SHASTRI PARK","17/02/2024","16:15:00"
"POLY BAG","WITH SALWAR ,SUIT ,UNDERGARMENT","1","LAL QUILA","17/02/2024","13:00:00"
"LUNCH BOX","STEEL BOTTLE & LUNCH BOX","1","MILLENNIUM CITY CENTRE GURUGRAM","16/02/2024","21:29:00"
"POLY BAG","DUPATTA","1","JAMA MASJID","16/02/2024","22:30:00"
"BROWN BAG","LUNCH BOX , WATER BOTTLE & SPOON","1","SHAHDARA","16/02/2024","18:55:00"
"HAND BAG","WITH STEEL BOTTLE","1","HAUZ KHAS","16/02/2024","13:00:00"
"LAPTOP CHARGER","LAPTOP CHARGER","1","GURU DRONACHARYA","16/02/2024","16:00:00"
"LUNCH BOX","BLACK LUNCH BOX","1","TILAK NAGAR","16/02/2024","20:32:00"
"POLY BAG","WITH 2 BEDSHEET","2","NEW DELHI (Yellow & Airport Line)","16/02/2024","13:10:00"
"POLY BAG WITH","SOLDERING IRON ELEMENTS","1","LAL QUILA","16/02/2024","08:00:00"
"POLY BAG","WITH CHILDREN CLOTHS & SHOES","1","KAROL BAGH","16/02/2024","13:30:00"
"BLACK BAG","WITH EARBUDS BLACK ,CHARGER ,WATCH CHARGER","1","CHANDNI CHOWK","16/02/2024","12:20:00"
"BLACK BAG","WITH CHARGER ,CLOTHS,MEDICINES,DETTOL BOTTLE","1","RITHALA","16/02/2024","20:00:00"
"MOBILE","VIVO MOBILE","1","ROHINI WEST","16/02/2024","17:00:00"
"MOBILE & EARBUDS","MOBILE & EARBUDS","1","MALVIYA NAGAR","15/02/2024","20:26:00"
"BAG","WITH POWER BANK ,CHARGER,PANT ,SHIRT ,EARPHONE","1","INDERLOK","15/02/2024","19:30:00"
"POLY BAG","WITH JACKET,PANT,CHARGER,WEDDING CARD","1","RITHALA","15/02/2024","20:55:00"
"POLY BAG","WITH 5 SAREE","1","RITHALA","15/02/2024","20:55:00"
"NECK BAND","SYSKA NECK BAND","1","RITHALA","15/02/2024","20:55:00"
"SAFETY JACKET & BATON STICK","SAFETY JACKET & BATON STICK","2","BRIG. HOSHIAR SINGH","15/02/2024","10:30:00"
"BAG","WITH STEEL BOTTLE,DIARY,LUNCH BOX,SPECTACLES","1","BRIG. HOSHIAR SINGH","15/02/2024","13:10:00"
"BUS PASS","HARYANA ROADWAYS PASS OF UMESH KUMAR GORAWA","1","BRIG. HOSHIAR SINGH","15/02/2024","13:20:00"
"CHARGER","LAPTOP CHARGER","1","DWARKA SECTOR - 21","15/02/2024","11:50:00"
"BOTTLE","STEEL BOTTLE","1","LAL QUILA","15/02/2024","11:00:00"
"PURSE","WITH METRO CARD ,AADHAR,BANK CARD,CASH OF RISHABH DIWAKAR","1","MOHAN NAGAR","15/02/2024","18:45:00"
"BAG","WITH PURSE ,BANK CARD,AADHAR ,CASH ,CLOTHS OF MANJU","1","JAHANGIRPURI","15/02/2024","21:15:00"
"BAG","WITH GENTS SHAWL,RED TIFFIN,BOTTLE ,CAP","1","MOHAN NAGAR","15/02/2024","22:00:00"
"TIFFIN BAG","TIFFIN BOX, SPOON, WATER BOTTLE","1","RAJIV CHOWK","15/02/2024","09:12:00"
"BAG","BLACK BAG WITH CLOTHS","1","KASHMERE GATE","15/02/2024","07:50:00"
"LUNCH BOX","BLACK LUNCH BOX WITH GLASS BOX","1","NEHRU ENCLAVE","15/02/2024","12:00:00"
"PURSE","WITH CASH ,FOREIGN CURRENCY ,ACCESS CARD KEY,NAAZ CARD","1","DWARKA SECTOR - 10","15/02/2024","13:30:00"
"BAG","BLACK GREY BAG WITH KEYS ,TOWEL,WOOLEN CAP","1","AIRPORT (T-3)","15/02/2024","21:25:00"
"METRO CARD","METRO CARD","1","RAJIV CHOWK","15/02/2024","20:35:00"
"LUNCH BOX","LUNCH BOX","1","GURU DRONACHARYA","15/02/2024","13:16:00"
"BLACK BAG","WITH CHARGER,SLIPPER","1","CHANDNI CHOWK","15/02/2024","21:20:00"
"LUNCH BOX","LUNCH BOX RED","1","SHASTRI PARK","14/02/2024","20:00:00"
"LADIES PURSE","AADHAR CARDS OF SATENDER PRASAD & VANDANA DEVI","1","RAJA NAHAR SINGH (BALLABHGARH)","14/02/2024","13:00:00"
"POLY BAG","BABY CLOTHES","1","NEW DELHI (Yellow & Airport Line)","14/02/2024","00:00:00"
"CASH","CASH INDIAN CURRENCY","1","NEW DELHI (Yellow & Airport Line)","14/02/2024","07:00:00"
"BOWL","METALLIC BOWL","3","ROHINI SECTOR - 18, 19","14/02/2024","21:40:00"
"COAT","LADIES COAT","1","DWARKA SECTOR - 21","14/02/2024","15:10:00"
"KEY","SCOOTY KEY","1","RITHALA","14/02/2024","20:00:00"
"BOTTLE","STEEL BOTTLE","1","RITHALA","14/02/2024","20:00:00"
"POLYBAG","01 PAIR SHOE & CAPS","1","YASHOBHOOMI DWARKA SECTOR  - 25","14/02/2024","17:20:00"
"BLACK BAG","CHARGER , KEYPAD , TIFFIN BOX","1","RAJIV CHOWK","14/02/2024","09:00:00"
"BANK CARD","BANK CARD OF HIMANI","1","RAJIV CHOWK","14/02/2024","12:40:00"
"EARBUDS","BOAT EARBUDS","1","ROHINI WEST","14/02/2024","15:40:00"
"BAG","BLACK BAG WITH BELT,CAP,CHARGER,GLOVES ,EMPTY PURSE ,SUNGLASS","1","JAMA MASJID","14/02/2024","23:45:00"
"EARBUD","BLACK EARBUD ONLY","1","MUNIRKA","14/02/2024","18:00:00"
"PURSE","WITH CASH,PAN,BANK CARDS OF PANKAJ SINGH","1","DHANSA BUS STAND","14/02/2024","00:10:00"
"ORNAMENT","","1","RAJIV CHOWK","13/02/2024","15:20:00"
"WATCH","LADY WATCH","1","ARJAN GARH","13/02/2024","11:50:00"
"MOBILE","MI MOBILE","1","DILLI HAAT - INA","13/02/2024","13:30:00"
"LADIES PURSE","ENO , METRO CARD , BINDI & CASH","1","ASHOK PARK MAIN","13/02/2024","16:28:00"
"PAPER BAG","WITH STEEL TIFFIN ,STEEL JAR","1","DWARKA SECTOR - 21","13/02/2024","05:50:00"
"BLACK BAG","WITH SUIT PIECE,SAREE,PANT SHIRT PIECE,WOOLEN CAP,PANT ,SHIRT","1","DWARKA SECTOR - 21","13/02/2024","21:30:00"
"PURSE","DL  ,PAN ,BANK CARD, CASH OF KOMALPREET KAUR","1","NEW DELHI (Yellow & Airport Line)","13/02/2024","12:00:00"
"BAG","WITH MEDICINE ,EARBUDS","1","KASHMERE GATE","13/02/2024","09:00:00"
"MOBILE","TECHNO MOBILE","1","DWARKA SECTOR - 9","13/02/2024","15:25:00"
"MIXER & JARS","MIXER & JARS","1","JANAKPURI WEST","13/02/2024","13:15:00"
"WATCH","MAXIMA WATCH","1","SHADIPUR","13/02/2024","14:20:00"
"POLY BAG","CLOTH PIECE WITH BUTTON","1","YASHOBHOOMI DWARKA SECTOR  - 25","13/02/2024","19:30:00"
"PAPER BAG","SHOES & CLOTHES","1","RAJIV CHOWK","13/02/2024","20:45:00"
"POLY BAG","SPAC PNEUMATIC FRL UNIT","1","NOIDA ELECTRONIC CITY","13/02/2024","14:50:00"
"POLY BAG","BABY DIAPERS","1","NOIDA ELECTRONIC CITY","13/02/2024","19:30:00"
"BOX","WITH GAUZE SWAB","1","UTTAM NAGAR EAST","13/02/2024","12:45:00"
"POLY BAG","WITH GIRL FROCK","1","UTTAM NAGAR EAST","13/02/2024","12:45:00"
"POLY BAG","WITH SWEATER,EAR COVER","1","RAJOURI GARDEN","13/02/2024","20:35:00"
"CASH","CASH","1","NEW DELHI (Yellow & Airport Line)","12/02/2024","00:15:00"
"GREY BAG","ASUS LAPTOP EARBUD CHARGER","1","NEW DELHI (Yellow & Airport Line)","12/02/2024","07:10:00"
"BLACK PURSE","DOCUMENTS OF SHUBHAM KUMAR","1","SAMAYPUR BADLI","12/02/2024","10:30:00"
"SIDE BAG","TWO SET KURTA PAJAMA, TOOTHBRUSH, ONE NAIL CUTTER,TWO MOBILE CHARGER, SOCKS, GOGGLE","","CHHATARPUR","12/02/2024","11:30:00"
"POLY BAG","3 METRO CARD, AND CASH","1","CENTRAL SECRETARIAT","12/02/2024","11:30:00"
"SACK","WHITE COLOUR SACK HAVING ONE USED KIDS BLANKET, TWO PAIR OF SLEEPER","1","DWARKA SECTOR - 21","12/02/2024","23:11:00"
"MOBILE","REDMI","1","KAUSHAMBI","12/02/2024","07:00:00"
"BLUE BAG","SAMSUNG MOBILE, POWER BANK(MI), OLD CLOTHES,ONE USED EMPTY DOCUMENT PLANNER","1","KASHMERE GATE","12/02/2024","17:49:00"
"WATCH","LADIES WATCH (VANHEUSEN)","1","UTTAM NAGAR EAST","12/02/2024","10:30:00"
"SMART WATCH","BLACK COLOUR","1","RITHALA","12/02/2024","11:55:00"
"BAG","BLACK BAG WITH WATCH STRAP,MUFFLER,KEY,PINK WALLET","1","TIS HAZARI","12/02/2024","20:00:00"
"WATCH","FASTRACK WATCH","1","TRILOKPURI-SANJAY LAKE","12/02/2024","12:10:00"
"BAG","BLACK BAG WITH JACKET,COAT,LOWER,SWEATER,T SHIRT ,MUFFLER","1","SHIV VIHAR","12/02/2024","23:30:00"
"LUNCH BOX","TRIO LUNCH BOX","1","GURU DRONACHARYA","12/02/2024","20:40:00"
"POLY BAG","WITH JUTI,SLIPPERS ,","1","CHANDNI CHOWK","12/02/2024","11:00:00"
"PURSE","WITH CASH MERO CARD ,BANK CARD,AADHAR,VOTER ID OF NAMRATA SAHU","1","CHANDNI CHOWK","12/02/2024","11:00:00"
"LUNCH BAG","WITH 2 STEEL BOX","1","BARAKHAMBA ROAD","12/02/2024","20:20:00"
"BLACK BAG","BABY JACKET , LADIES CLOTHES & MAKEUP ITEMS","1","MOHAN NAGAR","12/02/2024","20:00:00"
"PURSE","WITH PAN,AADHAR,CASH ,DL,RC,METRO CARD ,BANK CARDS OF KRISHAN KUMAR MAHTO","1","NETAJI SUBHASH PLACE","12/02/2024","12:15:00"
"POLYBAG","POLYTHENE WITH OLD CLOTHES","1","RITHALA","11/02/2024","18:00:00"
"NECK BAND","GREEN COLOR NECKBAND","1","RITHALA","11/02/2024","18:00:00"
"GREY BAG","PEN , DATA CABLE , COLLEGE I-CARD , QUESTION PAPERS OF TAIYABA","1","RITHALA","11/02/2024","20:38:00"
"BAG PACK","WITH CLOTHS & BANGLES","1","SAMAYPUR BADLI","11/02/2024","12:20:00"
"MOBILE","SAMSUNG MOBILE","1","IFFCO CHOWK","11/02/2024","21:00:00"
"PURSE","WITH BANK CARD ,AADHAR,PAN CARD,DL OF MADHVI SINGH","1","CHHATARPUR","11/02/2024","07:00:00"
"CARD HOLDER","WITH DL ,BANK CARD OF AAKASH PANWAR","1","MOHAN NAGAR","11/02/2024","18:30:00"
"BAG","WITH JEANS ,LAPTOP CHARGER,TIFFINS,EARBUDS","1","DWARKA SECTOR - 21","11/02/2024","14:30:00"
"POLY BAG","WITH DUPATTA ,TOWEL,WIND CHEATER ,BABY JACKET,SLIPPERS","1","JAMA MASJID","11/02/2024","14:30:00"
"LED CLOCK","LED CLOCK","1","PATEL NAGAR","11/02/2024","18:20:00"
"BLUE BAG","EARBUD , LUNCH BOX , WATER BOTTLE , CHARGER BANK PASSBOOK OF SHASHI KANT","1","NEW DELHI (Yellow & Airport Line)","11/02/2024","00:15:00"
"JACKET","BLACK AND GREEN","1","AIRPORT (T-3)","11/02/2024","18:00:00"
"BLANKET, BELT","USED","1","AIRPORT (T-3)","11/02/2024","18:00:00"
"LADIES HAND BAG, SUN GLASSES, KIDS TOYS","BLACK AND WHITE COLOUR LADIES HAND BAG,","","LAL QUILA","11/02/2024","22:30:00"
"CLOTHES, AND SLIPPER","KAURTI ,PLAZO, LADIES SLIPPER","5","LAJPAT NAGAR","11/02/2024","21:03:00"
"WAIST BAG","CHARGER ,EARPHONE","1","TILAK NAGAR","11/02/2024","20:50:00"
"BAG","WITH JACKET","1","DWARKA SECTOR - 21","10/02/2024","16:00:00"
"RED TROLLY BAG","WITH CLOTHS","1","NOIDA ELECTRONIC CITY","10/02/2024","18:30:00"
"SLING BAG","WITH COSMETICS","1","DELHI CANTT.","10/02/2024","13:00:00"
"SMALL BAG","WITH CHILD CLOTHS ,CAP,SOCKS","1","NEW DELHI (Yellow & Airport Line)","10/02/2024","13:00:00"
"EARBUDS","TRUKE EARBUDS","1","NETAJI SUBHASH PLACE","10/02/2024","19:30:00"
"SHOES","SPORTS SHOE","1","LAL QUILA","10/02/2024","22:30:00"
"POLY BAG","WITH INNER,LOWER,PANT,BRA,NIGHTY,HAND BAG","1","SAROJINI NAGAR","10/02/2024","23:45:00"
